transaction_id,customer_age,transaction_amount,account_balance,avg_amount_3m,n_transactions_month,days_since_last_transaction,transaction_hour,transaction_type,channel,outlier_type
TX00360,56,36.68,1393.21,42.31,10,10,14,POS payment,POS terminal,none
TX00361,45,36.41,1079.31,35.26,16,6,15,POS payment,POS terminal,none
TX00362,55,101.27,2898.76,72.51,24,6,14,online transfer,web banking,none
TX00363,51,54.16,1099.53,52.24,26,5,12,POS payment,POS terminal,none
TX00364,59,55.46,2602.52,54.46,19,3,6,online transfer,web banking,none
TX00365,60,108.3,4961.3,84.36,13,3,16,ATM withdrawal,ATM,none
TX00366,54,71.74,2311.25,58.73,19,5,2,POS payment,POS terminal,none
TX00367,43,75.41,3443.68,72.08,41,2,13,POS payment,POS terminal,none
TX00368,56,56.8,1448.28,49.54,15,5,15,ATM withdrawal,ATM,none
TX00369,40,69.31,1236.92,83.99,32,4,11,POS payment,POS terminal,none
TX00370,52,101.38,3407.57,100.24,34,3,14,POS payment,POS terminal,none
TX00371,63,40.62,1055.24,39.17,5,6,6,POS payment,POS terminal,none
TX00372,30,103.44,5453.2,80.41,34,3,14,bill payment,web banking,none
TX00373,41,111.02,2878.98,69.16,15,6,2,ATM withdrawal,ATM,none
TX00374,54,30.59,540.16,49.76,12,5,12,online transfer,web banking,none
TX00375,49,42.64,1538.86,40.02,5,9,12,online transfer,web banking,none
TX00376,27,78.32,2853.66,87.83,33,5,17,bill payment,web banking,none
TX00377,62,42.51,1067.22,42.73,26,5,12,POS payment,POS terminal,none
TX00378,44,42.83,1692.28,57.11,22,4,18,POS payment,POS terminal,none
TX00379,49,67.38,1270.32,58.91,25,9,23,online transfer,mobile app,none
TX00380,20,92.36,1323.56,67.34,33,4,15,ATM withdrawal,ATM,none
TX00381,48,53.37,1931.12,48.23,34,2,19,ATM withdrawal,ATM,none
TX00382,41,68.19,2366.3,57.3,30,1,11,POS payment,POS terminal,none
TX00383,52,86.83,1391.78,86.52,14,6,9,online transfer,web banking,none
TX00384,26,75.56,1323.35,49.34,7,23,12,online transfer,web banking,none
TX00385,37,56.45,1212.2,51.88,11,7,10,ATM withdrawal,ATM,none
TX00386,56,88.77,1410.69,87.11,9,11,13,POS payment,POS terminal,none
TX00387,28,40.76,824.16,45.22,4,7,18,ATM withdrawal,ATM,none
TX00388,30,47.44,1184.04,43.76,6,9,13,ATM withdrawal,ATM,none
TX00389,61,60.36,792.65,52.49,2,12,9,online transfer,web banking,none
TX00390,46,52.07,1167.94,50.54,15,6,6,bill payment,mobile app,none
TX00391,78,59.23,1663.6,47.0,19,5,14,bill payment,web banking,none
TX00392,30,132.8,5880.4,90.88,16,3,15,ATM withdrawal,ATM,none
TX00393,44,79.58,1909.21,58.9,28,2,8,ATM withdrawal,ATM,none
TX00394,41,71.99,4062.52,87.69,22,5,4,POS payment,POS terminal,none
TX00395,39,93.31,1635.33,57.37,11,7,11,ATM withdrawal,ATM,none
TX00396,41,52.73,817.37,73.49,29,5,11,POS payment,POS terminal,none
TX00397,40,48.0,750.47,39.02,12,6,6,online transfer,web banking,none
TX00398,30,50.62,3036.86,38.63,23,3,14,ATM withdrawal,ATM,none
TX00399,52,64.39,2115.82,63.86,22,3,6,POS payment,POS terminal,none
TX00400,53,53.86,1164.79,49.92,12,7,15,POS payment,POS terminal,none
TX00401,30,63.52,1610.03,84.78,14,6,8,POS payment,POS terminal,none
TX00402,49,112.98,3256.14,119.97,24,4,6,POS payment,POS terminal,none
TX00403,30,94.32,3980.13,66.82,37,2,9,POS payment,POS terminal,none
TX00404,42,54.55,1397.78,57.59,2,6,17,online transfer,mobile app,none
TX00405,48,58.05,968.41,70.06,25,5,6,online transfer,mobile app,none
TX00406,59,51.23,3702.87,55.93,31,1,8,POS payment,POS terminal,none
TX00407,55,92.67,4140.59,90.16,30,2,6,POS payment,POS terminal,none
TX00408,62,62.34,4082.33,65.73,18,4,9,online transfer,web banking,none
TX00409,37,46.0,3835.07,78.55,14,2,3,POS payment,POS terminal,multivariate
TX00410,25,44.46,1222.33,37.06,12,3,19,ATM withdrawal,ATM,none
TX00411,37,47.03,867.46,39.94,15,7,14,ATM withdrawal,ATM,none
TX00412,53,64.12,1693.2,53.93,36,3,17,POS payment,POS terminal,none
TX00413,58,48.11,1547.29,55.05,32,4,18,online transfer,mobile app,none
TX00414,49,84.71,3097.43,78.0,22,4,16,ATM withdrawal,ATM,none
TX00415,56,77.67,2066.92,67.58,11,7,16,POS payment,POS terminal,none
TX00416,46,45.55,679.1,47.23,6,12,8,ATM withdrawal,ATM,none
TX00417,70,108.23,5355.61,101.28,41,1,8,ATM withdrawal,ATM,none
TX00418,38,41.91,1699.33,24.26,28,4,18,online transfer,mobile app,none
TX00419,36,41.16,852.08,41.6,12,4,9,online transfer,mobile app,none
TX00420,38,61.27,5776.18,70.44,32,4,16,POS payment,POS terminal,none
TX00421,34,90.06,4206.13,84.72,41,2,13,POS payment,POS terminal,none
TX00422,36,61.76,2708.5,66.58,23,5,15,POS payment,POS terminal,none
TX00423,46,61.88,2905.28,37.63,28,2,21,online transfer,web banking,none
TX00424,37,85.82,6087.85,99.83,36,3,19,bill payment,mobile app,none
TX00425,33,97.09,3205.7,81.96,30,2,14,POS payment,POS terminal,none
TX00426,65,77.39,3435.64,77.37,15,2,12,online transfer,mobile app,none
TX00427,54,84.72,1863.74,54.65,20,2,17,POS payment,POS terminal,none
TX00428,65,86.33,4100.11,102.36,27,4,10,POS payment,POS terminal,none
TX00429,57,42.44,1605.46,55.63,31,3,1,online transfer,web banking,none
TX00430,46,47.99,1892.28,51.82,20,8,11,POS payment,POS terminal,none
TX00431,44,96.05,2412.82,76.54,27,4,6,POS payment,POS terminal,none
TX00432,18,80.82,4570.67,67.47,28,2,7,POS payment,POS terminal,none
TX00433,42,57.15,1851.38,64.36,30,3,5,bill payment,web banking,none
TX00434,18,61.52,988.43,49.24,11,7,14,bill payment,web banking,none
TX00435,26,59.89,2522.82,47.41,30,4,18,ATM withdrawal,ATM,none
TX00436,42,46.85,1659.74,39.87,18,5,18,online transfer,web banking,none
TX00437,48,49.58,920.0,59.4,14,5,11,POS payment,POS terminal,none
TX00438,43,83.54,3373.36,70.96,21,6,16,bill payment,mobile app,none
TX00439,55,67.96,1386.17,58.48,5,8,6,POS payment,POS terminal,none
TX00440,32,57.26,1352.66,47.86,15,2,22,ATM withdrawal,ATM,none
TX00441,49,92.19,1161.1,44.73,31,9,1,ATM withdrawal,ATM,multivariate
TX00442,40,46.82,3642.57,79.94,14,2,4,POS payment,POS terminal,multivariate
TX00443,90,95.64,4198.09,90.76,31,2,8,POS payment,POS terminal,none
TX00444,57,53.49,1247.37,51.17,22,2,1,POS payment,POS terminal,none
TX00445,56,89.35,1960.09,72.32,15,5,16,ATM withdrawal,ATM,none
TX00446,46,74.78,3258.68,67.93,24,4,15,online transfer,web banking,none
TX00447,52,94.03,2037.82,63.09,34,2,6,bill payment,mobile app,none
TX00448,56,53.16,849.84,38.72,19,5,7,online transfer,mobile app,none
TX00449,37,63.63,1619.43,79.52,30,3,17,ATM withdrawal,ATM,none
TX00450,68,96.44,3579.52,62.34,38,2,15,POS payment,POS terminal,none
TX00451,56,48.1,1315.13,51.34,23,4,14,online transfer,mobile app,none
TX00452,44,95.36,6463.82,105.64,41,1,10,bill payment,web banking,none
TX00453,29,57.13,969.43,63.06,27,4,12,POS payment,POS terminal,none
TX00454,47,71.28,1688.82,82.45,16,7,1,POS payment,POS terminal,none
TX00455,55,46.89,1418.95,37.11,22,4,16,POS payment,POS terminal,none
TX00456,63,54.34,1869.91,52.41,27,5,4,online transfer,web banking,none
TX00457,71,49.58,2135.52,44.74,26,3,16,ATM withdrawal,ATM,none
TX00458,69,77.82,1791.94,84.89,38,2,3,bill payment,web banking,none
TX00459,43,105.22,2920.1,111.35,36,2,14,POS payment,POS terminal,none
TX00460,66,63.48,4073.66,56.24,18,7,8,POS payment,POS terminal,none
TX00461,31,98.25,3865.71,66.05,32,1,12,POS payment,POS terminal,none
TX00462,53,91.53,3189.96,71.92,38,3,14,POS payment,POS terminal,none
TX00463,24,51.01,975.9,39.93,20,11,17,online transfer,web banking,none
TX00464,76,48.47,3567.8,80.57,13,2,3,bill payment,branch,multivariate
TX00465,33,47.09,1871.31,83.63,24,4,11,POS payment,POS terminal,none
TX00466,50,51.39,1570.47,52.93,16,1,0,POS payment,POS terminal,none
TX00467,51,58.95,1342.67,51.51,26,3,23,bill payment,web banking,none
TX00468,60,90.76,4753.34,68.72,21,4,6,bill payment,branch,none
TX00469,41,83.49,3376.0,114.35,30,2,11,online transfer,mobile app,none
TX00470,73,45.56,1709.55,44.78,23,6,11,POS payment,POS terminal,none
TX00471,47,59.19,1687.06,73.2,20,4,13,POS payment,POS terminal,none
TX00472,31,49.85,2002.9,54.45,35,2,12,online transfer,web banking,none
TX00473,52,90.8,4015.07,66.89,22,3,11,POS payment,POS terminal,none
TX00474,63,75.14,1536.4,85.34,18,4,3,POS payment,POS terminal,none
TX00475,54,48.57,1678.89,41.77,22,2,5,POS payment,POS terminal,none
TX00476,58,57.93,3974.22,62.21,30,3,17,POS payment,POS terminal,none
TX00477,41,80.45,3181.1,55.18,19,4,10,POS payment,POS terminal,none
TX00478,59,89.05,1078.87,51.14,21,4,5,POS payment,POS terminal,none
TX00479,45,91.37,4652.9,121.86,31,2,19,online transfer,mobile app,none
TX00480,47,65.38,1937.91,66.56,28,3,23,online transfer,web banking,none
TX00481,44,65.93,1210.78,49.03,22,7,17,online transfer,web banking,none
TX00482,48,82.42,2456.39,61.92,36,3,19,online transfer,web banking,none
TX00483,56,53.2,940.33,50.47,25,6,11,POS payment,POS terminal,none
TX00484,48,57.48,2632.03,46.67,34,2,12,online transfer,mobile app,none
TX00485,55,107.97,793.74,80.86,28,2,10,online transfer,mobile app,bivariate
TX00486,47,77.57,2033.48,60.53,16,4,2,POS payment,POS terminal,none
TX00487,40,63.49,1877.61,120.66,17,9,16,online transfer,mobile app,none
TX00488,48,44.4,823.02,46.89,17,7,14,online transfer,web banking,none
TX00489,43,100.7,3177.29,71.88,25,2,13,POS payment,POS terminal,none
TX00490,39,92.66,2786.05,91.81,21,7,0,online transfer,mobile app,none
TX00491,44,56.27,2011.32,91.43,1,7,11,online transfer,web banking,none
TX00492,53,60.86,1863.37,56.73,24,6,12,POS payment,POS terminal,none
TX00493,52,63.21,1795.25,60.17,31,3,15,online transfer,web banking,none
TX00494,53,43.16,1261.05,54.47,3,14,19,POS payment,POS terminal,none
TX00495,45,53.35,1013.19,62.8,15,5,10,online transfer,web banking,none
TX00496,38,42.14,1727.2,42.63,16,5,21,POS payment,POS terminal,none
TX00497,36,64.77,2644.7,72.74,31,2,11,POS payment,POS terminal,none
TX00498,40,49.69,1542.48,58.14,16,14,15,online transfer,mobile app,none
TX00499,40,34.17,513.09,37.26,12,14,15,POS payment,POS terminal,none
TX00500,28,94.2,3917.64,79.11,28,3,18,POS payment,POS terminal,none
TX00501,32,105.21,4186.88,123.23,40,1,20,ATM withdrawal,ATM,none
TX00502,78,43.18,1131.41,40.93,21,2,16,ATM withdrawal,ATM,none
TX00503,43,135.49,4775.63,72.06,17,2,21,POS payment,POS terminal,none
TX00504,23,48.0,2166.2,66.21,18,5,17,POS payment,POS terminal,none
TX00505,45,46.59,1883.79,35.56,18,2,13,ATM withdrawal,ATM,none
TX00506,48,46.15,1618.19,57.06,32,2,11,POS payment,POS terminal,none
TX00507,53,51.78,1707.14,36.69,12,5,20,online transfer,web banking,none
TX00508,62,71.6,3536.87,98.03,51,2,13,POS payment,POS terminal,none
TX00509,49,86.26,2873.78,75.26,33,4,5,bill payment,branch,none
TX00510,28,59.18,1977.48,49.18,20,5,20,ATM withdrawal,ATM,none
TX00511,33,52.52,4966.95,44.99,28,5,10,ATM withdrawal,ATM,none
TX00512,22,75.81,1874.74,81.64,22,5,13,online transfer,web banking,none
TX00513,18,56.83,1784.97,51.48,32,3,19,POS payment,POS terminal,none
TX00514,62,48.69,1432.42,56.26,11,8,13,ATM withdrawal,ATM,none
TX00515,43,39.73,1147.88,35.07,25,4,21,online transfer,web banking,none
TX00516,51,47.58,972.29,47.13,18,3,8,online transfer,mobile app,none
TX00517,49,83.65,845.14,70.2,14,5,11,POS payment,POS terminal,none
TX00518,34,31.13,1455.79,42.74,23,6,21,ATM withdrawal,ATM,none
TX00519,63,135.38,7706.02,79.39,29,3,9,POS payment,POS terminal,none
TX00520,63,99.88,2061.8,72.92,8,11,14,online transfer,mobile app,none
TX00521,18,91.82,2835.26,62.78,31,3,15,online transfer,web banking,none
TX00522,33,70.16,2465.85,80.11,17,3,14,POS payment,POS terminal,none
TX00523,18,72.13,852.61,70.09,18,3,3,POS payment,POS terminal,none
TX00524,43,41.76,1202.29,41.45,27,4,13,online transfer,web banking,none
TX00525,47,59.22,1892.06,36.5,20,2,17,POS payment,POS terminal,none
TX00526,67,46.88,1860.34,36.67,28,3,5,bill payment,web banking,none
TX00527,39,71.04,1737.34,57.16,37,2,17,online transfer,web banking,none
TX00528,28,96.39,4179.42,92.06,15,2,14,online transfer,mobile app,none
TX00529,55,85.85,3511.14,70.2,34,3,14,POS payment,POS terminal,none
TX00530,22,68.5,2315.85,73.39,20,8,17,bill payment,web banking,none
TX00531,42,69.48,1092.15,68.19,32,7,8,online transfer,mobile app,none
TX00532,54,69.07,2825.04,95.92,34,7,13,POS payment,POS terminal,none
TX00533,38,82.94,2006.08,62.39,21,4,23,POS payment,POS terminal,none
TX00534,46,71.66,1660.34,75.43,25,5,13,ATM withdrawal,ATM,none
TX00535,45,61.5,2418.18,60.07,11,5,12,POS payment,POS terminal,none
TX00536,37,119.79,7364.16,102.72,45,2,16,POS payment,POS terminal,none
TX00537,59,59.95,1924.3,72.34,27,7,13,ATM withdrawal,ATM,none
TX00538,30,40.15,526.17,48.62,11,7,8,POS payment,POS terminal,none
TX00539,62,80.91,1869.76,79.62,27,2,0,online transfer,web banking,none
TX00540,46,56.36,1795.69,59.76,27,1,17,POS payment,POS terminal,none
TX00541,45,43.86,2748.07,44.65,22,7,13,online transfer,web banking,none
TX00542,38,87.73,4145.42,56.74,16,5,14,online transfer,mobile app,none
TX00543,66,58.93,1622.86,64.95,9,10,8,POS payment,POS terminal,none
TX00544,44,52.79,1753.91,40.76,27,2,20,bill payment,branch,none
TX00545,42,54.16,1870.66,53.02,21,4,14,POS payment,POS terminal,none
TX00546,58,73.71,2999.94,75.14,32,2,20,ATM withdrawal,ATM,none
TX00547,47,88.7,8619.41,110.74,22,2,16,POS payment,POS terminal,none
TX00548,37,44.72,1092.89,41.23,26,4,18,POS payment,POS terminal,none
TX00549,61,54.48,924.03,45.02,28,2,11,POS payment,POS terminal,none
TX00550,66,36.9,1239.01,44.91,17,4,6,POS payment,POS terminal,none
TX00551,22,58.48,1791.66,51.38,26,7,20,online transfer,web banking,none
TX00552,35,48.73,914.45,33.67,8,5,16,POS payment,POS terminal,none
TX00553,75,46.37,1458.33,72.94,20,6,12,online transfer,mobile app,none
TX00554,59,79.46,2184.22,84.34,21,8,12,online transfer,web banking,none
TX00555,54,76.35,2403.54,71.52,34,2,20,online transfer,web banking,none
TX00556,59,65.02,729.92,61.97,17,8,12,ATM withdrawal,ATM,none
TX00557,49,77.03,2549.88,55.41,13,10,12,POS payment,POS terminal,none
TX00558,67,69.13,1923.6,55.99,8,8,12,POS payment,POS terminal,none
TX00559,51,92.5,925.07,68.29,21,4,7,bill payment,mobile app,none
TX00560,71,70.61,2135.73,69.98,18,4,17,online transfer,web banking,none
TX00561,51,58.76,2016.98,50.44,25,4,10,POS payment,POS terminal,none
TX00562,61,159.17,7188.07,113.61,13,5,11,online transfer,web banking,none
TX00563,41,72.42,3868.86,67.8,20,8,11,online transfer,web banking,none
TX00564,44,75.27,1896.9,65.03,23,7,9,ATM withdrawal,ATM,none
TX00565,46,47.0,970.57,48.39,18,6,9,POS payment,POS terminal,none
TX00566,49,47.9,1485.86,55.36,28,4,17,online transfer,mobile app,none
TX00567,44,53.37,1624.24,55.21,26,5,7,POS payment,POS terminal,none
TX00568,39,94.97,3728.62,86.56,21,4,11,POS payment,POS terminal,none
TX00569,52,79.32,2485.17,58.62,20,4,14,POS payment,POS terminal,none
TX00570,64,65.63,1840.77,51.8,24,4,13,ATM withdrawal,ATM,none
TX00571,45,54.69,2327.76,42.24,21,3,23,bill payment,web banking,none
TX00572,39,80.01,1773.87,57.23,1,6,14,POS payment,POS terminal,none
TX00573,52,112.11,3173.67,95.71,41,2,16,ATM withdrawal,ATM,none
TX00574,27,75.26,4328.29,80.39,29,6,13,online transfer,web banking,none
TX00575,37,56.6,1512.87,53.32,21,10,12,bill payment,web banking,none
TX00576,49,59.74,1859.72,53.66,21,4,3,online transfer,mobile app,none
TX00577,54,93.98,3615.45,59.79,32,4,8,bill payment,branch,none
TX00578,28,93.49,1595.78,82.87,15,6,12,POS payment,POS terminal,none
TX00579,41,33.2,720.54,30.56,3,7,12,POS payment,POS terminal,none
TX00580,40,73.21,2520.67,96.4,27,2,16,POS payment,POS terminal,none
TX00581,44,39.73,1238.3,32.17,21,5,16,POS payment,POS terminal,none
TX00582,40,53.67,736.81,45.83,20,6,15,ATM withdrawal,ATM,none
TX00583,84,20617.96,2162.94,51.86,44,3,17,POS payment,POS terminal,univariate
TX00584,50,77.58,1905.27,59.34,17,4,14,ATM withdrawal,ATM,none
TX00585,49,90.88,1945.88,69.24,13,6,9,POS payment,POS terminal,none
TX00586,53,77.47,2566.4,54.57,15,10,11,ATM withdrawal,ATM,none
TX00587,58,41.68,1380.05,36.16,15,7,13,bill payment,mobile app,none
TX00588,30,42.86,1330.56,42.03,35,1,18,bill payment,web banking,none
TX00589,42,77.27,3196.81,89.37,15,5,18,ATM withdrawal,ATM,none
TX00590,54,70.59,829.67,80.09,16,7,14,ATM withdrawal,ATM,none
TX00591,49,66.08,1413.43,90.23,33,4,5,online transfer,web banking,none
TX00592,38,59.71,1459.09,48.96,21,2,15,online transfer,mobile app,none
TX00593,35,64.39,1546.12,51.57,29,4,11,online transfer,web banking,none
TX00594,46,56.71,1743.34,70.99,25,5,6,online transfer,mobile app,none
TX00595,54,63.77,1844.0,53.21,14,5,9,online transfer,mobile app,none
TX00596,38,89.82,1159.36,43.72,30,9,1,POS payment,POS terminal,multivariate
TX00597,59,37.98,1160.73,24.8,3,6,14,POS payment,POS terminal,none
TX00598,52,47.9,1334.53,43.38,8,5,18,online transfer,mobile app,none
TX00599,38,84.68,1560.23,69.65,6,7,21,POS payment,POS terminal,none
TX00600,59,78.31,2481.41,70.06,25,4,13,online transfer,web banking,none
TX00601,28,48.07,1328.62,46.62,25,2,12,online transfer,web banking,none
TX00602,47,111.71,3827.6,83.06,23,2,17,POS payment,POS terminal,none
TX00603,45,121.33,4157.59,82.29,22,3,14,ATM withdrawal,ATM,none
TX00604,42,48.63,2351.71,64.77,19,6,5,online transfer,web banking,none
TX00605,18,110.32,4323.23,90.45,35,2,18,online transfer,mobile app,none
TX00606,63,68.0,1825.69,60.51,30,1,11,POS payment,POS terminal,none
TX00607,45,78.67,3763.57,89.3,32,5,4,POS payment,POS terminal,none
TX00608,45,92.53,3497.47,51.8,12,9,14,ATM withdrawal,ATM,none
TX00609,43,58.3,1642.12,50.37,30,2,16,POS payment,POS terminal,none
TX00610,39,71.33,2708.88,66.85,28,2,9,POS payment,POS terminal,none
TX00611,23,82.64,1996.41,78.02,29,4,3,bill payment,mobile app,none
TX00612,63,94.52,6147.09,57.98,32,2,17,online transfer,mobile app,none
TX00613,46,74.39,2112.11,77.7,10,13,15,POS payment,POS terminal,none
TX00614,41,76.09,1650.99,50.79,34,2,14,POS payment,POS terminal,none
TX00615,64,69.95,3649.04,79.08,36,2,20,online transfer,mobile app,none
TX00616,56,60.02,2469.05,61.28,26,3,22,online transfer,mobile app,none
TX00617,56,70.23,1918.51,62.32,14,5,9,POS payment,POS terminal,none
TX00618,54,48.94,1515.25,37.92,16,5,19,POS payment,POS terminal,none
TX00619,50,45.09,1657.1,40.79,16,5,19,online transfer,mobile app,none
TX00620,30,53.68,789.92,54.86,21,3,18,ATM withdrawal,ATM,none
TX00621,39,95.83,2560.12,108.02,26,3,12,online transfer,web banking,none
TX00622,43,118.09,4814.07,104.54,25,3,20,online transfer,mobile app,none
TX00623,67,118.58,7053.59,79.84,26,2,18,ATM withdrawal,ATM,none
TX00624,48,28.76,696.89,30.84,6,4,13,POS payment,POS terminal,none
TX00625,47,13484.88,3766.74,65.83,30,3,11,online transfer,mobile app,univariate
TX00626,46,90.91,5739.36,79.32,44,3,12,online transfer,web banking,none
TX00627,36,48.56,1043.85,32.25,13,9,12,online transfer,web banking,none
TX00628,46,92.22,2244.45,69.05,31,2,16,POS payment,POS terminal,none
TX00629,47,66.7,1127.61,69.17,33,3,10,ATM withdrawal,ATM,none
TX00630,38,66.08,1771.29,53.18,25,3,14,POS payment,POS terminal,none
TX00631,50,31.9,1177.8,33.43,14,11,18,POS payment,POS terminal,none
TX00632,24,38.69,1202.78,44.39,21,6,16,online transfer,web banking,none
TX00633,62,60.49,1692.77,43.94,7,9,18,bill payment,mobile app,none
TX00634,25,57.83,1853.38,49.92,14,6,20,POS payment,POS terminal,none
TX00635,57,56.25,1081.68,59.61,31,3,14,POS payment,POS terminal,none
TX00636,53,53.89,1540.94,39.6,3,8,16,POS payment,POS terminal,none
TX00637,49,34.05,1027.69,34.19,20,6,10,online transfer,web banking,none
TX00638,47,59.46,1236.23,65.01,21,5,11,bill payment,branch,none
TX00639,62,72.76,4321.56,80.9,17,9,9,online transfer,web banking,none
TX00640,40,77.46,1919.23,79.77,11,5,12,POS payment,POS terminal,none
TX00641,48,55.55,2440.3,49.12,29,4,17,online transfer,web banking,none
TX00642,18,138.71,4644.57,81.71,30,4,19,POS payment,POS terminal,none
TX00643,60,117.51,4055.69,103.84,29,4,12,POS payment,POS terminal,none
TX00644,47,75.9,3918.19,69.83,28,2,14,online transfer,web banking,none
TX00645,56,113.97,3256.81,77.48,36,7,20,POS payment,POS terminal,none
TX00646,63,80.44,1992.68,64.95,17,3,4,POS payment,POS terminal,none
TX00647,39,125.66,4846.76,104.86,25,5,4,POS payment,POS terminal,none
TX00648,54,64.8,3093.6,44.82,30,2,17,POS payment,POS terminal,none
TX00649,64,62.0,1181.74,63.86,19,2,12,POS payment,POS terminal,none
TX00650,63,43.9,1313.59,40.62,27,4,21,POS payment,POS terminal,none
TX00651,25,55.68,2673.27,53.85,21,4,9,ATM withdrawal,ATM,none
TX00652,43,44.33,1697.48,40.35,20,2,12,POS payment,POS terminal,none
TX00653,35,73.73,1447.48,52.05,12,4,11,ATM withdrawal,ATM,none
TX00654,56,83.95,4428.0,66.64,35,2,12,POS payment,POS terminal,none
TX00655,39,185.78,5903.32,98.74,24,2,14,POS payment,POS terminal,none
TX00656,52,91.4,2165.83,70.68,21,3,13,POS payment,POS terminal,none
TX00657,40,94.35,3354.0,93.8,38,1,11,online transfer,mobile app,none
TX00658,42,31.98,883.5,34.65,14,8,14,POS payment,POS terminal,none
TX00659,50,82.93,2185.15,96.48,41,1,6,POS payment,POS terminal,none
TX00660,37,59.92,1184.19,61.23,31,6,20,POS payment,POS terminal,none
TX00661,53,66.8,1400.07,50.72,22,4,11,ATM withdrawal,ATM,none
TX00662,39,26.35,774.33,31.66,22,5,16,online transfer,mobile app,none
TX00663,27,48.37,1270.22,47.96,18,6,8,online transfer,mobile app,none
TX00664,65,62.04,3467.19,48.01,14,8,11,ATM withdrawal,ATM,none
TX00665,61,103.21,3470.63,76.28,29,2,11,bill payment,branch,none
TX00666,77,118.75,5115.26,71.58,26,2,23,online transfer,web banking,none
TX00667,41,79.84,2604.23,50.62,24,5,11,ATM withdrawal,ATM,none
TX00668,32,65.56,2416.54,90.24,28,3,7,POS payment,POS terminal,none
TX00669,32,56.55,1083.52,78.78,19,5,9,online transfer,mobile app,none
TX00670,72,63.43,1695.26,79.04,12,5,11,online transfer,web banking,none
TX00671,29,91.63,2918.41,73.97,28,4,18,POS payment,POS terminal,none
TX00672,41,68.43,1753.79,54.81,32,3,17,POS payment,POS terminal,none
TX00673,38,92.31,4033.13,59.62,37,2,4,ATM withdrawal,ATM,none
TX00674,53,31.33,645.52,22.87,21,7,7,POS payment,POS terminal,none
TX00675,22,59.2,1650.28,43.89,29,4,18,POS payment,POS terminal,none
TX00676,56,57.82,2059.15,63.59,29,2,7,POS payment,POS terminal,none
TX00677,53,35.28,958.37,53.79,20,5,11,POS payment,POS terminal,none
TX00678,40,102.63,3456.78,82.38,24,2,6,POS payment,POS terminal,none
TX00679,72,101.03,6434.55,67.58,27,5,20,POS payment,POS terminal,none
TX00680,64,47.86,1242.65,53.49,19,6,12,ATM withdrawal,ATM,none
TX00681,27,113.14,5207.61,79.6,22,3,15,ATM withdrawal,ATM,none
TX00682,59,87.73,1710.33,87.88,23,5,19,POS payment,POS terminal,none
TX00683,32,66.71,1864.3,57.77,24,5,9,online transfer,web banking,none
TX00684,18,118.11,3614.91,94.68,22,3,17,POS payment,POS terminal,none
TX00685,29,70.23,1895.27,68.53,7,11,22,online transfer,mobile app,none
TX00686,70,66.31,1280.29,56.29,26,4,18,ATM withdrawal,ATM,none
TX00687,57,60.19,1827.65,69.18,33,3,17,online transfer,web banking,none
TX00688,41,85.7,1795.15,73.54,32,5,7,POS payment,POS terminal,none
TX00689,32,82.65,3820.96,47.69,7,5,19,POS payment,POS terminal,none
TX00690,51,67.23,1188.85,61.6,28,2,22,POS payment,POS terminal,none
TX00691,63,41.13,750.45,42.07,25,3,0,ATM withdrawal,ATM,none
TX00692,18,78.26,2332.56,74.4,49,1,1,POS payment,POS terminal,none
TX00693,54,45.03,718.48,31.69,11,11,6,POS payment,POS terminal,none
TX00694,43,62.84,1963.87,48.74,11,6,20,ATM withdrawal,ATM,none
TX00695,49,45.78,2257.71,51.97,21,6,23,bill payment,branch,none
TX00696,51,50.75,1932.82,56.19,26,3,17,POS payment,POS terminal,none
TX00697,40,67.39,3453.44,59.75,31,3,0,POS payment,POS terminal,none
TX00698,40,78.67,3546.6,77.61,33,3,22,online transfer,mobile app,none
TX00699,32,69.55,2792.25,44.52,37,2,23,POS payment,POS terminal,none
TX00700,52,40.87,2119.77,42.95,23,2,13,ATM withdrawal,ATM,none
TX00701,23,47.56,732.03,43.54,26,4,14,ATM withdrawal,ATM,none
TX00702,61,53.66,1934.36,51.09,16,14,15,POS payment,POS terminal,none
TX00703,34,45.49,2083.94,46.19,21,4,10,online transfer,web banking,none
TX00704,60,68.37,1013.68,44.91,15,3,20,POS payment,POS terminal,none
TX00705,48,56.63,2506.85,35.15,24,3,10,POS payment,POS terminal,none
TX00706,63,64.1,3237.65,52.84,31,2,5,bill payment,mobile app,none
TX00707,55,62.44,1024.1,69.7,17,8,14,ATM withdrawal,ATM,none
TX00708,42,90.3,2975.75,49.77,26,3,15,ATM withdrawal,ATM,none
TX00709,55,79.6,2977.83,71.47,25,5,22,online transfer,web banking,none
TX00710,45,139.58,12733.53,80.31,22,4,11,bill payment,web banking,none
TX00711,54,69.31,962.38,70.49,4,7,6,online transfer,web banking,none
TX00712,37,109.67,3366.99,86.77,18,6,15,POS payment,POS terminal,none
TX00713,52,67.69,1830.97,56.07,44,2,12,ATM withdrawal,ATM,none
TX00714,19,69.29,1551.1,50.95,28,3,9,bill payment,mobile app,none
TX00715,35,78.19,4099.4,55.95,15,7,15,bill payment,mobile app,none
TX00716,35,55.04,967.27,31.31,17,5,13,ATM withdrawal,ATM,none
TX00717,44,86.25,1793.99,57.98,33,2,19,online transfer,web banking,none
TX00718,43,83.88,2705.36,99.95,38,4,15,POS payment,POS terminal,none
TX00719,50,36.77,1621.53,26.95,23,2,8,bill payment,web banking,none
