incident_id,day_of_week,hour,is_month_end,system,incident_type,severity,team,after_change,affected_users,transactions_impacted,resolution_minutes,downtime_minutes,availability_pct,cpu_peak_pct,memory_peak_pct,monitoring_alerts,sla_breach
INC100501,Saturday,14,no,Trading Platform,Performance Degradation,High,DBA,no,50,1250,209,104,92.83,54.8,44.5,9,no
INC100502,Sunday,14,no,Home Banking,Performance Degradation,Medium,DBA,no,149,2723,261,153,89.61,31.0,38.1,7,no
INC100503,Wednesday,7,no,Mobile App,Performance Degradation,Low,Infrastructure,no,62,1495,183,57,95.14,73.1,71.4,4,no
INC100504,Wednesday,5,no,Payments Gateway,Application Error,Medium,Application Support,no,67,1712,470,240,83.33,68.3,66.4,20,no
INC100505,Friday,15,yes,Home Banking,Application Error,Medium,Application Support,yes,246,6554,233,75,94.73,63.8,83.4,5,no
INC100506,Tuesday,23,no,ATM Network,Network Outage,High,Infrastructure,no,28,451,304,142,90.4,62.0,59.8,6,yes
INC100507,Saturday,6,no,Home Banking,Application Error,Low,Application Support,yes,62,1495,249,95,93.55,61.6,61.6,3,no
INC100508,Wednesday,16,no,CRM,Hardware Failure,Critical,Infrastructure,no,148,4197,264,153,88.74,66.6,65.5,7,yes
INC100509,Monday,10,no,Trading Platform,Network Outage,Critical,Network,no,84,2030,245,117,91.5,36.4,31.3,1,yes
INC100510,Monday,14,no,Home Banking,Performance Degradation,Medium,Infrastructure,no,55,1305,255,193,86.31,89.2,80.1,0,no
INC100511,Saturday,17,no,Mobile App,Performance Degradation,High,Infrastructure,no,17,538,302,186,87.34,55.0,56.0,9,yes
INC100512,Monday,14,yes,Payments Gateway,Human Error,Medium,Infrastructure,no,8,126,123,85,94.23,66.1,68.9,12,no
INC100513,Tuesday,3,yes,CRM,Batch Failure,Critical,Application Support,no,311,9243,172,81,94.16,78.6,63.8,13,yes
INC100514,Tuesday,19,no,Mobile App,Application Error,Medium,Application Support,yes,93,2626,347,209,85.54,82.7,67.6,4,no
INC100515,Monday,15,no,Mobile App,Application Error,Medium,Application Support,no,44,1089,557,303,80.0,67.2,63.1,1,yes
INC100516,Tuesday,14,yes,CRM,Application Error,Low,Application Support,no,47,1151,763,370,80.0,63.7,59.3,9,no
INC100517,Friday,18,no,Home Banking,Application Error,Medium,Application Support,no,32,834,363,144,90.2,69.0,54.2,8,no
INC100518,Monday,4,no,ATM Network,Hardware Failure,High,Infrastructure,no,47,1191,379,221,84.93,49.9,38.4,0,yes
INC100519,Friday,8,no,Core Banking,Application Error,Low,Application Support,yes,25,579,223,128,91.59,42.7,39.2,0,no
INC100520,Saturday,3,yes,Core Banking,Batch Failure,Medium,Application Support,no,18,414,195,78,94.94,51.6,63.8,2,no
INC100521,Tuesday,21,no,Payments Gateway,Network Outage,High,Network,no,10,237,156,137,90.5,55.5,48.4,4,no
INC100522,Monday,4,no,CRM,Hardware Failure,Critical,Infrastructure,yes,11,264,153,84,94.1,61.3,36.2,4,yes
INC100523,Thursday,7,no,Payments Gateway,Human Error,Medium,Infrastructure,yes,163,3854,108,58,96.42,60.9,60.2,18,no
INC100524,Monday,20,no,Home Banking,Security Alert,Medium,Security,no,29,415,724,335,80.0,67.9,62.2,1,yes
INC100525,Tuesday,18,yes,ATM Network,Network Outage,Medium,Network,no,98,2518,751,478,80.0,60.5,45.4,4,yes
INC100526,Sunday,12,no,ATM Network,Security Alert,Low,Security,no,122,2856,462,309,80.0,64.4,78.9,5,no
INC100527,Sunday,18,no,Payments Gateway,Security Alert,Low,Security,yes,59,1100,591,325,80.0,71.5,55.2,5,yes
INC100528,Friday,8,no,ATM Network,Application Error,Low,Application Support,no,39,898,338,178,87.03,60.9,66.2,3,no
INC100529,Tuesday,9,no,Home Banking,Performance Degradation,Medium,Infrastructure,no,86,1989,391,201,86.39,60.4,55.7,3,no
INC100530,Thursday,14,no,ATM Network,Hardware Failure,Low,Infrastructure,yes,35,1031,667,375,80.0,52.7,45.2,1,no
INC100531,Friday,12,no,Core Banking,Application Error,Low,Application Support,no,177,4036,734,473,80.0,61.2,74.6,6,no
INC100532,Tuesday,18,no,Home Banking,Security Alert,Critical,Security,no,519,14359,144,82,94.94,83.9,78.4,60,yes
INC100533,Thursday,0,yes,CRM,Application Error,Medium,Application Support,yes,141,4264,328,131,90.42,41.9,32.6,11,no
INC100534,Monday,15,no,ATM Network,Performance Degradation,High,Infrastructure,no,9,143,85,46,96.79,57.4,48.3,1,no
INC100535,Monday,1,no,Core Banking,Batch Failure,Critical,Application Support,no,56,1391,295,181,87.95,47.1,40.4,7,yes
INC100536,Wednesday,13,no,Home Banking,Security Alert,High,Security,no,84,2539,261,72,95.24,68.7,67.1,7,yes
INC100537,Monday,10,no,CRM,Human Error,Medium,Application Support,no,61,1576,175,104,92.71,70.0,61.4,19,no
INC100538,Monday,1,yes,Core Banking,Batch Failure,Critical,Application Support,no,17,412,65,26,99.03,48.9,58.6,18,no
INC100539,Saturday,16,no,Mobile App,Network Outage,High,Network,no,17,428,300,194,86.49,80.6,72.6,5,yes
INC100540,Sunday,2,no,Core Banking,Batch Failure,Critical,DBA,no,269,7506,379,257,82.29,65.1,49.4,12,yes
INC100541,Thursday,4,no,Core Banking,Batch Failure,High,DBA,yes,44,1135,129,53,96.9,88.2,74.6,2,no
INC100542,Saturday,16,no,Mobile App,Human Error,Low,Application Support,no,16,268,398,238,83.82,73.0,75.5,4,no
INC100543,Sunday,11,no,CRM,Performance Degradation,Low,Infrastructure,no,12,237,479,277,81.23,31.0,32.5,3,no
INC100544,Monday,1,no,Payments Gateway,Network Outage,High,Network,no,101,2014,461,265,81.28,77.6,83.5,2,yes
INC100545,Wednesday,17,no,Mobile App,Application Error,High,Application Support,no,39,1004,239,89,94.25,48.6,46.1,8,no
INC100546,Wednesday,10,no,CRM,Human Error,Low,Application Support,yes,43,851,98,1,99.99,74.9,68.8,3,no
INC100547,Monday,1,yes,Core Banking,Batch Failure,Critical,DBA,no,34,970,169,100,92.79,63.5,64.9,3,yes
INC100548,Friday,11,no,Payments Gateway,Security Alert,Low,Security,no,12,288,1036,466,80.0,80.3,54.2,3,yes
INC100549,Wednesday,17,no,Payments Gateway,Application Error,Medium,Application Support,yes,248,4981,260,160,88.96,44.8,47.4,27,no
INC100550,Wednesday,1,no,Core Banking,Batch Failure,High,Application Support,no,104,2323,229,134,91.35,83.8,73.9,43,no
INC100551,Monday,23,no,Mobile App,Security Alert,Critical,Security,no,65,1749,496,277,80.9,41.0,36.8,9,yes
INC100552,Monday,4,no,Payments Gateway,Batch Failure,Critical,Application Support,no,50,1403,277,144,89.73,75.7,58.0,3,yes
INC100553,Saturday,16,no,Payments Gateway,Security Alert,Medium,Security,yes,257,5538,450,205,85.41,48.8,39.6,8,no
INC100554,Monday,12,no,Trading Platform,Application Error,High,Application Support,yes,95,1951,164,92,93.59,68.4,62.5,6,no
INC100555,Monday,3,no,Core Banking,Hardware Failure,Medium,Infrastructure,no,186,6124,755,454,80.0,91.7,81.6,8,yes
INC100556,Tuesday,16,yes,Payments Gateway,Security Alert,Medium,Security,no,40,1000,541,331,80.0,66.8,87.2,4,yes
INC100557,Wednesday,22,no,Payments Gateway,Security Alert,High,Security,no,74,1895,98,51,96.37,40.4,37.2,0,no
INC100558,Thursday,2,no,Core Banking,Batch Failure,Critical,DBA,no,119,2609,197,66,95.27,48.2,46.5,4,yes
INC100559,Wednesday,15,yes,Trading Platform,Performance Degradation,High,DBA,no,34,871,184,116,92.2,61.8,70.8,1,no
INC100560,Monday,13,no,Mobile App,Human Error,High,Application Support,no,75,2385,96,44,96.69,89.0,89.5,2,no
INC100561,Tuesday,1,no,Home Banking,Application Error,Medium,Application Support,no,42,1108,293,174,87.05,68.9,53.2,1,yes
INC100562,Saturday,4,no,Trading Platform,Application Error,Medium,Application Support,yes,68,2006,129,86,93.44,77.6,57.5,12,no
INC100563,Thursday,16,no,Home Banking,Hardware Failure,Medium,Infrastructure,no,23,690,241,119,91.73,61.8,60.3,9,no
INC100564,Thursday,5,no,Mobile App,Application Error,Medium,Application Support,yes,118,2533,364,168,88.13,34.7,37.8,7,no
INC100565,Thursday,18,no,Home Banking,Security Alert,High,Security,no,111,2400,325,219,84.36,50.1,28.9,11,yes
INC100566,Friday,1,yes,Trading Platform,Security Alert,Medium,Security,no,39,794,129,83,94.92,48.9,57.6,0,no
INC100567,Monday,3,yes,Core Banking,Batch Failure,High,DBA,no,109,2803,186,113,92.44,91.1,88.8,6,no
INC100568,Tuesday,13,no,Payments Gateway,Performance Degradation,Medium,Infrastructure,no,49,1516,428,257,82.13,92.1,55.1,7,no
INC100569,Thursday,9,no,Trading Platform,Performance Degradation,Medium,Infrastructure,no,27,679,253,136,90.64,80.3,83.9,9,no
INC100570,Tuesday,3,yes,Home Banking,Batch Failure,Low,Application Support,no,100,2395,809,536,80.0,41.4,26.9,27,no
INC100571,Saturday,15,no,CRM,Human Error,Medium,Infrastructure,no,69,1413,352,218,84.42,59.6,59.3,11,no
INC100572,Wednesday,12,no,Trading Platform,Application Error,High,Application Support,no,35,864,119,75,95.15,59.3,64.3,4,no
INC100573,Friday,7,no,Payments Gateway,Network Outage,Medium,Network,no,38,845,390,217,85.23,34.0,44.5,10,no
INC100574,Saturday,9,no,CRM,Human Error,High,Application Support,no,37,759,123,64,94.86,57.3,57.0,5,no
INC100575,Wednesday,14,no,Mobile App,Application Error,Low,Application Support,no,38,1046,224,91,93.76,47.0,45.4,4,no
INC100576,Saturday,3,no,Core Banking,Hardware Failure,High,Infrastructure,no,288,6889,242,114,92.2,73.8,70.4,17,yes
INC100577,Thursday,3,no,Core Banking,Batch Failure,Critical,Application Support,no,110,2576,114,49,96.48,59.4,63.8,37,no
INC100578,Saturday,13,yes,Payments Gateway,Application Error,Critical,Application Support,no,87,2104,140,80,95.18,74.4,81.8,3,yes
INC100579,Tuesday,1,no,Core Banking,Batch Failure,Medium,Application Support,no,28,723,399,172,88.75,56.1,71.1,2,no
INC100580,Wednesday,8,yes,Mobile App,Performance Degradation,Low,Infrastructure,no,124,3150,604,373,80.0,68.1,64.2,13,no
INC100581,Thursday,2,no,Payments Gateway,Hardware Failure,Critical,Infrastructure,no,46,996,321,188,86.87,77.9,65.4,7,yes
INC100582,Monday,0,yes,ATM Network,Hardware Failure,Critical,Infrastructure,no,40,931,357,183,87.17,57.0,53.4,12,yes
INC100583,Wednesday,11,no,Core Banking,Human Error,High,Application Support,no,155,3772,107,48,96.45,68.8,57.9,2,no
INC100584,Saturday,14,yes,Trading Platform,Performance Degradation,High,Infrastructure,no,79,2096,324,167,88.08,40.7,48.8,5,yes
INC100585,Thursday,13,no,Payments Gateway,Hardware Failure,Medium,Infrastructure,yes,7,172,330,207,85.8,50.8,36.4,1,yes
INC100586,Monday,13,no,Home Banking,Performance Degradation,High,Infrastructure,yes,73,1821,105,70,95.83,100.0,88.6,6,no
INC100587,Tuesday,15,yes,Payments Gateway,Human Error,High,Application Support,no,84,2080,284,163,89.22,65.1,52.9,8,no
INC100588,Monday,1,no,Mobile App,Security Alert,Critical,Security,no,65,1586,63,44,97.22,77.8,69.3,2,no
INC100589,Monday,11,no,Trading Platform,Human Error,Medium,Application Support,no,58,1285,75,14,98.19,60.4,43.9,2,no
INC100590,Sunday,5,no,Mobile App,Application Error,Medium,Application Support,yes,13,371,308,216,84.35,33.9,49.3,6,no
INC100591,Wednesday,9,no,Core Banking,Performance Degradation,Medium,DBA,no,5,114,255,149,90.03,67.1,54.0,1,no
INC100592,Tuesday,19,no,ATM Network,Security Alert,Medium,Security,no,23,580,201,101,93.55,53.3,61.4,1,no
INC100593,Thursday,1,yes,Core Banking,Batch Failure,Low,Application Support,no,72,1256,287,124,91.58,74.9,87.5,3,no
INC100594,Monday,20,no,Core Banking,Application Error,High,Application Support,no,4,148,145,42,96.98,81.6,72.9,1,no
INC100595,Tuesday,14,no,CRM,Human Error,Low,Application Support,no,16,304,345,165,89.01,67.2,59.7,2,no
INC100596,Friday,4,yes,Payments Gateway,Application Error,Medium,Application Support,yes,11,161,358,245,83.25,65.0,60.0,0,no
INC100597,Thursday,22,no,Payments Gateway,Application Error,Critical,Application Support,yes,65,2226,203,89,94.22,63.2,60.6,1,yes
INC100598,Sunday,7,no,Payments Gateway,Network Outage,Medium,Network,no,378,9791,254,81,93.73,46.5,32.3,17,no
INC100599,Thursday,6,no,Payments Gateway,Network Outage,High,Infrastructure,yes,58,1767,100,55,96.3,26.5,37.4,11,no
INC100600,Wednesday,14,no,Mobile App,Performance Degradation,Medium,Infrastructure,yes,68,1969,98,31,98.47,81.9,71.9,13,no
INC100601,Friday,9,no,Core Banking,Human Error,High,Infrastructure,no,165,4732,216,122,91.71,57.6,62.6,5,no
INC100602,Saturday,10,no,Home Banking,Human Error,Medium,Application Support,no,78,1857,265,126,91.58,53.3,53.4,3,no
INC100603,Friday,22,no,CRM,Security Alert,Low,Security,no,26,757,522,289,80.0,31.9,27.1,9,yes
INC100604,Sunday,15,yes,Payments Gateway,Performance Degradation,High,Infrastructure,no,174,4944,274,182,87.4,85.1,72.0,6,yes
INC100605,Friday,2,yes,Core Banking,Batch Failure,Critical,Application Support,no,127,3194,160,116,92.44,57.1,48.6,7,yes
INC100606,Saturday,14,no,Home Banking,Human Error,Medium,Application Support,no,99,2610,132,45,96.64,66.6,63.5,5,no
INC100607,Monday,1,no,ATM Network,Application Error,Medium,Application Support,yes,50,1242,262,131,90.63,59.4,59.5,3,no
INC100608,Friday,6,no,Home Banking,Application Error,Low,Application Support,yes,45,1158,251,83,94.07,64.0,57.3,5,no
INC100609,Wednesday,9,no,Core Banking,Human Error,Medium,Infrastructure,yes,160,3910,66,96,93.34,47.1,66.9,4,no
INC100610,Thursday,9,no,Core Banking,Human Error,Low,Application Support,no,44,1142,299,157,88.53,64.2,60.4,3,no
INC100611,Thursday,20,no,ATM Network,Application Error,Medium,Application Support,yes,174,5598,171,111,92.55,76.4,71.7,56,no
INC100612,Sunday,9,no,Mobile App,Security Alert,Medium,Security,no,29,563,531,314,80.0,61.6,54.1,3,yes
INC100613,Sunday,8,no,Core Banking,Performance Degradation,High,Infrastructure,no,281,8243,233,121,91.9,64.4,69.0,14,no
INC100614,Tuesday,4,no,Home Banking,Network Outage,Critical,Network,no,138,3279,291,147,89.05,71.3,64.3,23,no
INC100615,Friday,10,no,Payments Gateway,Application Error,Medium,Application Support,yes,28,819,229,129,91.34,67.9,61.6,3,no
INC100616,Friday,6,no,Mobile App,Application Error,Critical,Application Support,no,140,3355,100,73,95.4,46.3,50.5,25,no
INC100617,Tuesday,13,no,Payments Gateway,Performance Degradation,High,Infrastructure,no,42,1118,228,136,90.71,61.7,64.4,3,no
INC100618,Monday,9,no,Home Banking,Performance Degradation,Low,Infrastructure,no,67,1621,443,222,84.59,75.8,60.4,29,no
INC100619,Monday,9,no,ATM Network,Performance Degradation,Medium,Infrastructure,no,39,759,362,173,88.29,87.3,73.2,2,no
INC100620,Friday,16,no,CRM,Application Error,Critical,Application Support,no,45,1385,239,124,91.83,75.0,77.8,6,no
INC100621,Wednesday,16,no,ATM Network,Human Error,Low,Application Support,no,121,2626,175,32,97.96,73.0,61.5,6,no
INC100622,Sunday,9,no,Home Banking,Performance Degradation,Medium,Infrastructure,yes,122,3065,316,179,87.78,100.0,89.1,9,no
INC100623,Wednesday,6,no,Trading Platform,Human Error,Low,Application Support,no,14,297,106,54,96.83,57.2,69.3,1,no
INC100624,Sunday,20,no,Home Banking,Application Error,Medium,Application Support,yes,27,537,246,94,93.74,42.6,53.1,0,no
INC100625,Wednesday,9,no,Core Banking,Performance Degradation,Critical,DBA,no,112,2691,119,36,97.22,83.5,64.5,15,no
INC100626,Friday,10,no,Mobile App,Human Error,Medium,Application Support,no,102,2277,337,202,86.42,63.8,62.1,7,no
INC100627,Monday,5,no,Trading Platform,Network Outage,Critical,Infrastructure,no,32,635,181,91,93.64,62.0,64.5,3,yes
INC100628,Thursday,5,no,Mobile App,Application Error,Medium,Application Support,yes,297,7342,273,168,88.34,49.5,53.2,4,no
INC100629,Friday,17,no,Trading Platform,Application Error,Medium,Application Support,no,105,2081,144,58,96.01,56.0,54.4,16,no
INC100630,Sunday,2,yes,Core Banking,Batch Failure,Medium,Application Support,no,37,924,375,215,85.41,76.3,59.6,13,no
INC100631,Friday,14,no,Mobile App,Performance Degradation,Medium,DBA,yes,39,1001,127,50,97.14,80.7,76.6,16,yes
INC100632,Monday,19,no,Core Banking,Network Outage,Critical,Network,no,67,1051,594,352,80.0,39.6,35.9,2,yes
INC100633,Tuesday,10,no,Payments Gateway,Application Error,Critical,Application Support,no,63,1457,111,4,100.0,74.4,58.6,11,no
INC100634,Monday,16,no,Home Banking,Security Alert,High,Security,no,261,7008,272,130,91.03,52.6,55.0,14,yes
INC100635,Monday,0,no,Core Banking,Batch Failure,High,Application Support,no,177,3679,256,156,89.66,76.4,60.8,4,yes
INC100636,Thursday,2,no,Mobile App,Network Outage,High,Network,yes,80,2186,90,42,97.15,53.4,50.7,3,no
INC100637,Friday,22,no,Home Banking,Security Alert,Low,Security,no,113,3024,397,280,80.38,37.2,35.3,3,no
INC100638,Friday,22,no,Mobile App,Application Error,High,Application Support,no,163,3348,263,174,88.59,56.9,68.1,8,yes
INC100639,Saturday,18,no,Core Banking,Application Error,Medium,Application Support,no,74,1773,415,221,84.45,28.7,27.8,5,no
INC100640,Friday,22,no,Home Banking,Application Error,High,Application Support,yes,114,3286,50,40,96.99,61.9,67.4,5,no
INC100641,Friday,2,no,CRM,Batch Failure,Medium,Application Support,no,65,1291,272,228,83.73,76.9,68.2,0,no
INC100642,Monday,12,no,Core Banking,Performance Degradation,Critical,DBA,no,136,3295,213,133,91.21,100.0,84.6,8,yes
INC100643,Monday,2,no,Core Banking,Batch Failure,High,Application Support,no,36,1056,315,98,93.72,46.8,35.2,2,yes
INC100644,Thursday,2,no,Home Banking,Application Error,High,Application Support,yes,43,933,247,161,88.95,63.9,47.3,3,yes
INC100645,Saturday,16,no,Mobile App,Human Error,Medium,Infrastructure,no,57,1484,141,56,95.77,75.9,72.9,3,no
INC100646,Monday,11,no,Trading Platform,Human Error,Medium,Application Support,yes,26,551,203,75,94.79,87.2,73.0,8,no
INC100647,Wednesday,3,no,Home Banking,Application Error,Medium,Application Support,yes,19,471,203,158,88.92,78.7,84.0,6,no
INC100648,Thursday,5,no,Mobile App,Application Error,Medium,Application Support,no,130,3592,655,361,80.0,100.0,83.6,8,yes
INC100649,Monday,13,no,Payments Gateway,Performance Degradation,High,Infrastructure,no,103,1589,198,98,93.02,71.4,70.2,4,no
INC100650,Wednesday,9,no,Mobile App,Human Error,Low,Infrastructure,no,19,488,91,18,98.93,70.0,61.7,4,no
INC100651,Saturday,7,no,CRM,Hardware Failure,High,Infrastructure,no,34,848,685,433,80.0,45.2,54.7,16,yes
INC100652,Thursday,21,no,CRM,Application Error,Medium,Application Support,yes,32,869,170,82,94.41,45.1,23.8,4,no
INC100653,Monday,11,no,Core Banking,Application Error,Low,Application Support,no,70,1612,354,224,83.82,63.9,61.3,0,no
INC100654,Saturday,16,no,Payments Gateway,Network Outage,High,Infrastructure,no,28,587,185,66,96.0,41.7,24.4,2,no
INC100655,Tuesday,12,no,Home Banking,Human Error,Medium,Application Support,no,22,616,365,186,86.95,57.7,54.2,3,no
INC100656,Saturday,8,no,Core Banking,Human Error,Medium,Application Support,no,112,2723,174,49,96.9,46.8,41.1,2,no
INC100657,Tuesday,10,no,Mobile App,Application Error,Critical,Application Support,no,23,635,304,180,87.57,78.1,61.1,0,yes
INC100658,Thursday,23,yes,ATM Network,Network Outage,High,Network,no,51,1321,235,152,89.59,48.1,31.4,2,no
INC100659,Wednesday,11,no,Mobile App,Application Error,Medium,Application Support,no,56,1275,210,117,91.48,42.5,52.1,10,no
INC100660,Tuesday,4,no,Home Banking,Security Alert,Low,Security,no,55,1643,912,489,80.0,67.0,60.8,1,no
INC100661,Saturday,6,no,Home Banking,Human Error,Low,Application Support,no,77,1759,279,195,86.2,58.8,52.3,8,no
INC100662,Monday,12,no,CRM,Performance Degradation,High,DBA,no,188,5534,192,97,93.27,68.0,53.7,5,no
INC100663,Monday,5,no,CRM,Batch Failure,Critical,DBA,no,11,353,92,92,94.08,44.2,53.7,2,no
INC100664,Tuesday,9,no,Core Banking,Performance Degradation,High,DBA,no,170,4920,161,62,95.85,87.3,77.1,3,no
INC100665,Friday,16,no,ATM Network,Network Outage,High,Infrastructure,no,7,187,346,196,86.07,61.0,55.5,6,yes
INC100666,Friday,18,no,ATM Network,Hardware Failure,High,Infrastructure,no,235,8237,208,120,91.7,51.0,54.8,4,no
INC100667,Sunday,23,yes,Payments Gateway,Application Error,Medium,Application Support,no,10,244,313,157,89.07,40.0,22.9,2,no
INC100668,Tuesday,11,no,ATM Network,Human Error,Medium,Application Support,no,547,14180,145,142,90.02,96.8,87.3,50,no
INC100669,Wednesday,1,no,CRM,Application Error,Low,Application Support,no,22,608,432,312,80.0,72.4,89.3,3,no
INC100670,Monday,15,no,Core Banking,Application Error,High,Application Support,no,247,5074,428,257,82.42,83.7,88.8,38,yes
INC100671,Thursday,10,no,Home Banking,Application Error,Critical,Application Support,yes,254,7716,85,66,95.16,50.4,41.2,5,no
INC100672,Sunday,3,no,CRM,Batch Failure,High,Application Support,no,28,751,221,90,93.63,52.2,46.6,2,no
INC100673,Friday,1,no,Home Banking,Application Error,Medium,Application Support,no,52,1493,1101,597,80.0,58.2,66.0,1,no
INC100674,Thursday,1,no,Home Banking,Security Alert,High,Security,no,37,1156,217,104,92.94,50.0,30.4,51,no
INC100675,Wednesday,21,no,ATM Network,Application Error,High,Application Support,yes,128,3480,131,26,98.64,45.0,56.0,22,no
INC100676,Saturday,20,no,Trading Platform,Application Error,High,Application Support,no,36,850,234,176,88.28,91.1,69.0,8,no
INC100677,Wednesday,13,no,Payments Gateway,Application Error,Medium,Application Support,no,32,724,282,163,88.2,47.3,53.8,5,no
INC100678,Monday,1,no,Payments Gateway,Batch Failure,Low,Application Support,yes,89,1271,310,152,89.55,39.7,45.5,8,no
INC100679,Tuesday,13,no,Trading Platform,Human Error,Medium,Application Support,no,22,561,266,120,91.49,66.1,70.8,7,no
INC100680,Monday,9,no,Core Banking,Human Error,High,Application Support,no,57,1635,145,92,93.19,56.6,42.8,1,yes
INC100681,Monday,3,no,Core Banking,Batch Failure,High,DBA,no,80,1873,392,144,89.72,45.7,46.0,8,yes
INC100682,Monday,14,yes,Payments Gateway,Security Alert,High,Security,no,42,916,422,181,87.33,51.3,22.6,5,yes
INC100683,Wednesday,23,no,ATM Network,Security Alert,Low,Security,no,31,762,553,309,80.0,46.5,42.3,4,no
INC100684,Thursday,11,no,Home Banking,Human Error,Medium,Infrastructure,yes,305,9093,135,114,91.87,61.4,55.8,2,no
INC100685,Tuesday,4,no,Home Banking,Network Outage,Medium,Network,no,60,1431,685,347,80.0,57.8,52.6,6,yes
INC100686,Wednesday,7,no,Trading Platform,Application Error,Low,Application Support,no,29,937,254,105,93.56,82.0,83.7,4,no
INC100687,Sunday,8,no,Home Banking,Performance Degradation,Medium,Infrastructure,no,65,1471,1107,470,80.0,64.9,48.9,8,no
INC100688,Friday,10,no,Core Banking,Human Error,High,Infrastructure,no,116,3007,96,36,97.9,44.6,64.4,13,no
INC100689,Thursday,0,no,ATM Network,Security Alert,Medium,Security,no,22,533,327,151,89.51,82.9,72.0,0,no
INC100690,Tuesday,14,no,Mobile App,Performance Degradation,Medium,Infrastructure,no,110,3681,166,129,90.89,94.4,67.0,26,no
INC100691,Saturday,5,no,Home Banking,Application Error,Medium,Application Support,yes,91,2309,152,86,93.32,57.8,38.4,13,no
INC100692,Monday,5,no,Core Banking,Security Alert,Low,Security,no,11,352,781,353,80.0,66.8,60.1,4,no
INC100693,Tuesday,11,no,Core Banking,Human Error,High,Application Support,no,389,9108,336,201,85.54,43.8,46.2,24,yes
INC100694,Saturday,19,no,ATM Network,Network Outage,High,Network,no,236,7320,276,163,88.97,30.4,44.8,35,yes
INC100695,Wednesday,10,yes,Mobile App,Performance Degradation,High,Infrastructure,no,40,1003,231,204,86.44,85.4,90.2,5,no
INC100696,Friday,20,no,Home Banking,Network Outage,Critical,Infrastructure,no,32,846,215,108,92.05,54.6,58.6,12,yes
INC100697,Thursday,16,yes,Home Banking,Application Error,Medium,Application Support,yes,94,1890,326,168,88.74,63.4,60.7,2,no
INC100698,Thursday,15,no,Home Banking,Performance Degradation,Low,DBA,no,18,488,1025,621,80.0,56.3,42.1,0,yes
INC100699,Tuesday,3,no,Core Banking,Hardware Failure,High,Infrastructure,no,249,5081,741,416,80.0,70.0,75.4,12,yes
INC100700,Tuesday,11,no,Home Banking,Human Error,Medium,Application Support,no,50,1258,158,93,93.12,54.2,44.1,5,no
INC100701,Tuesday,12,no,Mobile App,Performance Degradation,Critical,Infrastructure,no,404,7589,171,73,94.99,100.0,93.2,25,yes
INC100702,Monday,11,no,Home Banking,Network Outage,High,Network,no,40,1016,379,245,83.13,82.8,90.6,11,yes
INC100703,Saturday,5,no,Payments Gateway,Network Outage,High,Infrastructure,no,64,1803,354,197,85.77,61.3,63.0,4,yes
INC100704,Tuesday,18,no,Mobile App,Application Error,Low,Application Support,no,199,5407,256,126,91.26,48.2,59.8,21,no
INC100705,Thursday,10,no,Mobile App,Application Error,Medium,Application Support,yes,56,1152,145,43,97.3,71.0,62.3,2,no
INC100706,Friday,5,no,Core Banking,Batch Failure,Medium,DBA,no,84,1469,590,345,80.0,53.8,37.8,20,yes
INC100707,Friday,5,no,Core Banking,Network Outage,Medium,Network,no,177,4759,730,410,80.0,55.3,62.5,32,yes
INC100708,Wednesday,3,yes,Core Banking,Batch Failure,High,DBA,no,44,1392,220,69,95.36,64.2,57.4,2,no
INC100709,Wednesday,21,no,Payments Gateway,Network Outage,High,Network,no,22,506,321,167,88.78,62.9,73.8,5,yes
INC100710,Sunday,0,no,ATM Network,Hardware Failure,Medium,Infrastructure,no,15,496,1165,529,80.0,51.1,39.7,3,no
INC100711,Thursday,2,no,Core Banking,Application Error,Low,Application Support,no,95,2282,195,117,92.19,79.2,86.6,8,no
INC100712,Friday,8,no,Trading Platform,Performance Degradation,High,DBA,no,79,1401,161,75,94.83,73.5,53.8,18,no
INC100713,Saturday,8,yes,Trading Platform,Human Error,Medium,Application Support,no,132,2491,545,284,80.24,59.0,44.6,19,yes
INC100714,Friday,10,no,Core Banking,Performance Degradation,High,Infrastructure,no,60,1683,226,98,93.29,85.1,64.6,4,no
INC100715,Monday,4,no,Core Banking,Application Error,Medium,Application Support,no,18,380,192,94,93.2,69.2,73.4,1,no
INC100716,Thursday,10,no,Home Banking,Network Outage,Low,Infrastructure,no,7,204,575,361,80.0,32.6,18.7,0,no
INC100717,Monday,16,no,Core Banking,Performance Degradation,Low,Infrastructure,no,791,15949,598,353,80.0,57.1,73.2,50,no
INC100718,Thursday,22,yes,ATM Network,Network Outage,Critical,Network,no,115,2880,61,57,95.87,29.5,41.6,1,no
INC100719,Sunday,0,no,Core Banking,Application Error,High,Application Support,no,82,2046,297,96,93.32,69.2,44.7,2,yes
INC100720,Wednesday,9,no,Trading Platform,Performance Degradation,Medium,Infrastructure,no,65,1566,243,125,91.48,61.4,65.2,9,no
INC100721,Wednesday,9,no,Mobile App,Performance Degradation,Medium,Infrastructure,no,20,450,137,70,95.37,76.8,70.1,5,no
INC100722,Monday,18,no,ATM Network,Application Error,Low,Application Support,no,25,618,435,217,85.45,63.9,61.0,0,no
INC100723,Sunday,14,no,Trading Platform,Performance Degradation,High,Infrastructure,no,268,6897,232,91,93.71,66.5,65.6,8,no
INC100724,Monday,0,yes,Core Banking,Batch Failure,Medium,Application Support,no,120,3125,348,179,87.32,73.0,92.5,6,no
